provider_id,provider_lat,provider_lon,skills,rating,acceptance_rate_30d,avg_response_time_min,completed_jobs_90d
P1147,36.97701166935978,76.3185527237688,Fridge installation|TV installation,3.56,0.66,6.59,296
P1148,36.2031523733762,83.77686899354269,TV repair,4.12,0.81,19.1,17
P1149,17.519397589042775,71.27237579098964,Fridge repair,4.74,0.85,6.61,113
P1150,12.550600889079588,68.43565371743642,TV repair|Fridge installation|TV installation,3.63,0.84,5.87,266
P1151,21.975104846189346,82.59087308770127,TV repair,3.63,0.89,26.49,114
P1152,35.29522612949988,92.99452960242945,TV installation|Fridge installation|Fridge repair,4.13,0.76,11.32,74
P1153,11.089986169267277,87.96237112249608,TV repair|Fridge repair|TV installation,3.52,0.7,29.95,118
P1154,10.843291605217255,83.27769781546199,TV installation|TV repair,3.11,0.64,8.14,108
P1155,23.526986729832565,90.86358639740246,Fridge installation|Fridge repair,4.64,0.98,25.08,214
P1156,17.17759473778346,90.44585753152626,TV installation|TV repair|Fridge installation,3.1,0.61,24.28,139
P1157,11.795553018053702,74.83141210324054,TV installation,4.87,0.94,21.87,224
P1158,31.204426803360768,95.03174389363893,TV repair,4.54,0.9,8.55,203
P1159,23.010384486560426,71.6085920304559,TV installation,4.92,0.72,25.88,24
P1160,22.8342435834753,94.63712438285052,TV installation,4.81,0.66,12.27,148
P1161,12.622451658370663,96.07264298932643,Fridge repair|Fridge installation,4.83,0.67,5.39,163
P1162,22.919120597644643,77.59876648049868,TV repair|Fridge repair|TV installation,4.67,0.72,16.21,205
P1163,14.575999904614964,95.01322122064886,TV repair,4.82,0.91,2.54,162
P1164,34.378014156559544,86.38279439314081,TV installation,3.14,0.96,28.82,35
P1165,14.78376180260216,73.81833061425063,Fridge installation|TV repair|Fridge repair,4.43,0.73,10.58,82
P1166,35.78140124421783,82.58910540787666,TV repair|Fridge installation,3.17,0.85,11.53,121
P1167,13.592348659325122,73.5420630580432,TV repair|Fridge installation,4.54,0.71,23.48,141
P1168,21.49912220075128,95.35267964111007,Fridge installation|Fridge repair|TV installation,4.86,0.68,12.03,172
P1169,22.789567300091417,81.35689397014534,TV repair|TV installation,4.8,0.97,12.74,40
P1170,31.39452642460678,68.10603302899483,Fridge installation|TV repair|TV installation,3.64,0.77,8.43,28
P1171,32.90640591901355,86.23732118798586,TV installation,4.53,0.91,11.98,237
P1172,31.25550463224767,92.69318626774985,Fridge repair|TV installation,3.97,0.77,29.38,148
P1173,34.88312064294084,86.80519251126161,TV repair,3.76,0.9,20.83,181
P1174,25.845087378228655,79.94644990975564,TV installation|Fridge repair|Fridge installation,4.87,0.62,7.89,148
P1175,9.147167690315781,79.68812397930684,Fridge installation|Fridge repair,4.3,0.88,19.87,111
P1176,26.968249035716678,82.83612770874993,TV repair|Fridge installation,3.32,0.62,14.48,86
P1177,17.20051605634916,90.2228180624481,Fridge installation|TV repair,4.0,0.72,24.74,234
P1178,23.592822130897915,68.136660340145,TV installation|Fridge repair,3.14,0.72,26.7,150
P1179,28.615935583355707,96.22763041841634,TV installation|Fridge repair|TV repair,4.58,0.7,27.43,253
P1180,8.205799442351728,91.7625486980283,Fridge repair|TV installation,3.72,0.82,20.96,72
P1181,18.877882754232147,82.7593116492693,Fridge installation|TV installation|Fridge repair,3.64,0.99,28.13,264
P1182,20.23306523015695,88.04775131072164,Fridge repair|TV repair,4.81,0.94,13.6,280
P1183,13.768963614056112,85.44891164999349,Fridge repair,3.12,0.77,17.31,84
P1184,12.856644225951232,78.99116916216778,TV installation|TV repair|Fridge installation,3.71,0.65,20.82,159
P1185,23.561617768649455,95.10983917287024,Fridge installation,4.67,0.94,10.49,64
P1186,9.168157895285429,91.34015170159769,Fridge repair|Fridge installation|TV repair,3.74,0.94,24.46,202
P1187,14.958518207985307,70.41799255929402,TV repair,4.86,0.83,20.68,76
P1188,28.46701248007256,91.80436686444068,TV installation,3.47,0.86,12.98,142
P1189,30.236282333811737,78.16863805225726,TV repair|Fridge installation,3.75,0.81,2.01,85
P1190,27.60088606207611,75.21303641992812,Fridge installation|TV installation|TV repair,3.03,0.67,18.99,32
P1191,22.623640362997914,93.10370605480922,TV installation,3.48,0.63,11.98,61
P1192,14.616811498776269,89.46051620458817,Fridge repair|Fridge installation|TV installation,3.62,0.94,21.61,118
P1193,10.212771171048306,89.24830533225341,TV repair|Fridge repair|TV installation,4.23,0.6,2.26,114
P1194,16.24436038376832,84.98756985700038,TV installation|Fridge repair|TV repair,4.17,0.78,25.41,103
P1195,21.01034515691429,83.59307172913817,Fridge repair|TV repair,4.33,0.91,13.05,210
P1196,12.367717638987054,95.04679491573188,TV repair|Fridge installation,3.77,0.89,2.57,266
P1197,11.929341048936498,80.9795285647312,TV installation,4.66,0.72,15.1,18
P1198,22.22302380534255,71.47265686651542,TV installation|TV repair|Fridge installation,4.61,0.7,27.19,195
P1199,21.34339831289644,68.44005177234622,Fridge repair,3.57,0.77,19.75,120
P1200,25.42775865492742,68.99463913779604,TV installation|TV repair|Fridge installation,4.0,0.66,7.12,32
P1201,26.07200031143343,70.15842413471695,TV installation|Fridge installation|TV repair,4.01,0.67,18.07,233
P1202,33.35809310633367,84.56170171060093,TV installation,3.02,0.7,13.39,278
P1203,22.041350451355306,86.79496169057107,TV installation|TV repair|Fridge installation,3.04,0.86,19.32,24
P1204,9.101303059518589,96.84323142943626,Fridge repair,3.96,0.9,14.66,147
P1205,25.182006823146295,92.23157944762882,Fridge installation|Fridge repair|TV repair,3.09,0.69,26.91,113
P1206,17.324713139538268,96.94878674903289,Fridge repair|TV installation,4.99,0.68,10.76,144
P1207,8.817548872969443,75.09760730947089,TV installation,4.76,0.77,22.17,128
P1208,11.047828956195511,87.96363743057134,Fridge installation|Fridge repair|TV installation,3.32,0.92,10.71,248
P1209,9.90906545753146,88.08461120224987,Fridge repair|TV repair|TV installation,4.14,0.96,5.43,227
P1210,21.977852614253145,70.04335965234179,TV installation,3.56,0.73,28.46,251
P1211,21.365193322819906,87.46782828336411,Fridge repair|Fridge installation,3.32,0.79,22.68,274
P1212,36.53944763096088,89.3513644908534,Fridge repair|TV repair|Fridge installation,4.55,0.86,15.21,189
P1213,9.345683694438645,86.09482577352841,TV repair|Fridge repair|TV installation,4.25,0.96,16.16,297
P1214,30.329234927991426,71.0148219014593,TV repair|Fridge installation|TV installation,4.92,0.96,9.57,87
P1215,22.747295521433603,77.23510703736832,TV installation|Fridge repair|TV repair,4.46,0.72,22.64,35
P1216,33.071698905880424,82.48742743790206,TV installation|Fridge installation,3.88,0.84,19.48,196
P1217,21.289346128186388,75.61006636919022,TV repair|Fridge installation|TV installation,3.48,0.79,26.83,284
P1218,31.424439502820718,78.33532447969722,TV installation|Fridge repair,3.2,0.98,20.27,91
P1219,14.105326164777777,82.54180273723941,Fridge repair,3.47,0.76,23.84,205
P1220,14.614910959169169,94.74447622649095,TV repair|TV installation,4.19,0.75,16.05,291
P1221,34.521258460259624,71.27853606720079,TV installation,4.51,0.9,24.67,205
P1222,11.80131598943639,90.21855594590056,TV repair|TV installation|Fridge repair,4.86,0.98,12.33,147
P1223,10.399410801125075,94.53741666738416,TV repair,3.59,0.8,14.28,220
P1224,19.11176958821465,91.04522387953878,Fridge installation,3.91,0.67,9.48,15
P1225,12.276163605357912,85.7380145937344,Fridge installation|TV repair,4.13,0.89,28.26,56
P1226,35.43619292399611,75.09675231368733,Fridge installation|TV installation,3.26,0.72,27.06,289
P1227,32.895637325349625,83.84532354914035,Fridge installation|TV repair,4.14,0.74,17.72,112
P1228,9.33600592058856,83.7724597136724,TV installation|TV repair,3.68,0.79,19.17,279
P1229,27.19514571768593,80.58741718586724,TV repair|Fridge installation,4.64,0.96,5.35,123
P1230,28.166909458122007,91.93829144809227,TV repair|TV installation,3.11,0.79,16.99,74
P1231,31.559996071093114,92.74847627257131,TV repair|Fridge installation,4.83,0.71,27.31,83
P1232,19.453410394622402,75.36689951617059,TV installation|Fridge installation,4.96,0.99,27.9,274
P1233,15.432478885707308,73.5219913847224,TV repair,4.34,0.6,24.56,184
P1234,9.40831897557419,80.99065721825438,TV repair|TV installation|Fridge repair,3.89,0.96,5.53,297
P1235,26.605810756058432,68.67955570565425,TV repair|TV installation|Fridge installation,3.86,0.95,10.44,69
P1236,30.144488945552396,96.78533383886815,Fridge installation|TV repair|Fridge repair,4.32,0.62,4.93,167
P1237,32.84175775052286,94.90256170348606,Fridge repair,4.9,0.82,11.55,225
P1238,10.261822125872865,71.07777055996156,TV installation,3.99,0.66,29.39,58
P1239,26.942428485576563,78.122520309385,Fridge repair|Fridge installation,4.93,0.92,19.65,70
P1240,33.744794215478954,69.17698565190615,Fridge repair|TV repair,4.83,0.93,10.33,187
P1241,12.39227104961202,80.81362199985425,TV repair,4.54,0.71,2.15,289
P1242,36.691135907219135,69.13946640937009,Fridge installation|TV repair,4.31,0.78,28.57,223
P1243,14.744474153448028,85.62318120143064,Fridge repair,3.81,0.68,24.78,223
P1244,14.222379782692645,89.406371890409,Fridge installation,3.38,0.83,8.03,246
P1245,9.631154135140003,70.34054517162559,Fridge repair,4.99,0.91,27.82,256
P1246,35.85648755337962,72.1369761927217,Fridge installation|TV repair|Fridge repair,4.02,0.93,11.79,26
P1247,22.864710261802138,75.7654551235194,TV installation,3.91,0.79,21.79,124
P1248,24.143779527770853,86.72701947557788,Fridge repair,3.03,0.66,29.58,237
P1249,27.684858445547103,73.10639635791978,Fridge installation,4.43,0.88,8.56,165
P1250,21.161550350400436,83.67771883541714,Fridge repair,4.7,0.79,12.45,146
P1251,24.794764317016423,73.48325195957212,Fridge installation|TV installation,4.8,0.87,19.73,135
P1252,25.52104420700516,71.50785920491627,Fridge repair|TV repair|TV installation,3.16,0.81,13.28,284
P1253,27.819600124563596,87.83242549373588,Fridge repair,4.0,0.91,25.56,267
P1254,27.935668967285153,77.43713013979563,Fridge repair|TV repair,3.19,0.99,10.02,296
P1255,8.716221632897227,91.49751478500133,TV repair|TV installation,4.07,0.71,3.73,284
P1256,11.728807776838405,68.53304870348202,Fridge installation|TV installation,4.38,0.72,19.53,277
P1257,24.599824053065188,79.73106620928881,Fridge repair,3.73,0.69,20.75,225
P1258,13.09574212926795,85.31638198044959,TV repair|Fridge installation|Fridge repair,3.85,0.78,9.12,30
P1259,16.840306908431742,87.94939265220441,Fridge repair,4.73,0.72,7.4,169
P1260,28.70945508682256,73.69079416894782,Fridge installation|Fridge repair|TV repair,4.38,0.76,13.64,60
P1261,24.074720469590623,83.28730306713268,TV repair|TV installation|Fridge repair,4.47,0.62,26.86,32
P1262,16.300504909959837,81.34297617017295,Fridge installation|Fridge repair|TV repair,3.39,0.68,2.65,140
P1263,23.093226672042107,92.96351501791538,Fridge repair|TV repair,3.01,0.61,27.53,250
P1264,11.891870363464157,86.69794507111268,TV repair|Fridge repair,3.68,0.88,17.61,160
P1265,12.878121680572706,92.17364917972637,TV installation|TV repair|Fridge installation,3.39,0.96,14.84,97
P1266,22.41998458853866,70.72573695308147,TV installation,3.58,0.99,28.9,156
P1267,36.89260732311155,92.5209846694101,TV installation,4.22,0.62,27.24,64
P1268,32.157180240831494,88.24704196073225,TV repair,3.58,0.73,10.64,40
P1269,22.869747094023957,79.54925681103897,TV repair|Fridge repair,3.99,0.87,2.36,86
P1270,20.95544623403039,77.94602907130226,TV installation|Fridge repair,3.28,0.78,15.9,234
P1271,33.45367586021125,91.58134966255061,Fridge repair,4.92,0.95,28.13,200
P1272,19.521447495431268,77.76858334196743,TV repair|Fridge installation,4.14,0.94,4.19,272
P1273,22.604978201234438,93.14531991759429,Fridge installation|Fridge repair,4.91,0.76,16.18,130
P1274,11.763706005955727,84.14773244807091,Fridge repair|Fridge installation,4.89,0.77,11.15,170
P1275,34.9830094158059,92.27090715249409,TV repair|Fridge repair,4.99,0.61,5.16,96
P1276,22.16097964194951,77.79385519230429,Fridge installation|TV repair|TV installation,4.1,0.9,23.95,124
P1277,28.91361877820244,87.0758746210494,TV installation,4.92,0.97,24.1,235
P1278,24.975887260937732,83.88086691895867,TV repair|Fridge installation|Fridge repair,4.28,0.7,4.37,156
P1279,32.24212921047873,72.31036325175866,Fridge repair|TV installation,3.91,0.8,3.03,81
P1280,19.734958507807953,79.41677469372777,Fridge installation|Fridge repair,3.38,0.62,18.55,242
P1281,12.838061443557622,69.35385977707894,Fridge installation|TV repair,4.56,0.7,25.23,96
P1282,35.42453257447333,79.85888983694349,Fridge repair,4.32,0.79,19.66,130
P1283,13.47033514629817,82.72902506409804,TV installation|Fridge repair,4.06,0.92,22.59,46
P1284,11.288225771024603,88.89787242924774,Fridge installation|TV repair|TV installation,4.0,0.96,27.76,41
P1285,15.969136512269117,89.26143767009097,TV installation|TV repair,3.19,0.98,19.42,42
P1286,29.64310056450323,68.24228642099202,Fridge installation|TV installation|Fridge repair,3.34,0.83,22.0,68
P1287,28.459402906104092,87.48159883739112,Fridge repair,3.79,0.6,5.36,282
P1288,22.187667105933773,79.1051840864569,Fridge repair|TV installation,3.44,0.93,19.03,213
P1289,13.568471278070517,92.35994847407434,TV repair|Fridge installation,4.45,0.96,5.29,145
P1290,8.341616412312618,96.92526523255307,Fridge repair,3.56,0.87,6.95,104
P1291,34.21701460718222,77.28525385542471,Fridge installation|TV installation|Fridge repair,4.34,0.68,19.49,47
P1292,31.366659873165485,85.47282954366713,Fridge installation|Fridge repair|TV repair,3.59,0.96,25.54,159
P1293,15.113099844256652,81.00382738946206,Fridge installation,3.64,0.9,29.19,278
P1294,32.96996859919497,84.41002913322896,Fridge installation,3.31,0.88,16.38,59
P1295,18.81341876686316,72.22145778516384,Fridge installation|Fridge repair|TV installation,3.81,0.65,18.15,182
P1296,25.49344193408095,77.44185284305134,TV installation,4.97,0.87,3.23,103
P1297,11.031308748395134,71.73366888339568,Fridge repair,4.11,0.96,29.28,50
P1298,20.71065963296181,75.61810598652015,Fridge installation|TV repair|Fridge repair,3.33,0.88,16.41,109
P1299,22.022139953584173,87.87777514876745,TV installation,4.56,0.61,26.93,180
P1300,31.55720264870945,89.81986776314827,TV repair,4.51,0.89,20.74,134
P1301,12.536380645826952,92.64818725073698,TV repair,4.45,0.94,10.37,39
P1302,18.36788652438987,76.04537530922839,TV repair|TV installation,4.29,0.88,26.39,216
P1303,30.18148607256559,73.06371659248559,TV installation|Fridge installation|Fridge repair,3.64,0.99,29.62,163
P1304,35.093823952452425,83.15918966364879,Fridge installation|Fridge repair,3.58,0.71,28.03,76
P1305,23.366393140027977,85.83218742244114,TV repair,3.96,0.64,23.51,229
P1306,33.55204930234041,75.44318900698151,Fridge repair,4.19,0.97,20.99,124
P1307,32.498960398111436,94.02930361014164,Fridge installation|TV repair,3.53,0.88,4.8,87
P1308,26.696879344072713,78.30339965336024,Fridge repair|TV installation,3.1,0.61,17.52,220
P1309,8.459752815833442,70.6675508094532,Fridge repair,3.65,0.77,9.83,121
P1310,9.605143887324761,72.19281159694796,TV repair|TV installation|Fridge installation,4.39,0.66,19.91,133
P1311,34.994153061098416,68.15512067213247,TV repair|Fridge installation,4.5,0.96,5.91,57
P1312,20.225073198322992,88.51852769461786,TV installation|TV repair|Fridge repair,3.93,0.92,7.03,146
P1313,31.494062631618377,70.5396623266009,TV installation|Fridge installation|Fridge repair,4.27,0.97,7.84,37
P1314,24.81519291015162,72.71295369795635,TV repair|Fridge repair|Fridge installation,4.35,0.65,24.56,188
P1315,21.43833925533474,85.38348571880103,TV installation|Fridge repair,3.34,0.9,10.47,258
P1316,20.92758367922464,91.64528409181128,TV repair,4.78,0.81,17.82,183
P1317,15.599015130699362,93.56980188546649,Fridge repair,4.78,0.68,19.19,278
P1318,19.354575888447247,88.6863301555369,Fridge repair|Fridge installation|TV installation,4.32,0.85,9.91,64
P1319,32.37160961319087,86.79291806259499,Fridge installation|TV installation,3.68,0.79,26.02,294
P1320,17.40870863041692,77.69224478054332,Fridge repair|TV repair,3.05,0.74,24.49,172
P1321,20.68307960054525,95.04659081406555,Fridge repair|Fridge installation,4.26,0.72,19.88,49
P1322,16.515339361036354,79.58835683700516,Fridge installation|Fridge repair|TV repair,4.7,0.8,21.01,42
P1323,20.437735509156106,86.91565617236934,Fridge repair,4.45,0.6,28.23,263
P1324,15.811431319242594,91.21925430423403,Fridge repair|TV installation|TV repair,3.91,0.87,10.91,168
P1325,28.864339062429185,92.78249125694659,TV repair|TV installation,3.51,0.61,8.25,234
P1326,21.325565730539207,78.51278220834159,Fridge repair|TV installation,4.17,0.85,20.29,244
P1327,24.437377045303514,78.2782957676342,Fridge repair|TV repair,3.76,0.76,22.37,254
P1328,32.78747793916738,94.9579097433295,TV installation,3.37,0.77,12.99,169
P1329,11.640201255608401,91.59485605344086,Fridge installation,3.07,0.81,20.53,238
P1330,34.26965557086507,92.317927003719,Fridge repair|Fridge installation|TV repair,3.94,0.76,8.62,22
P1331,9.949978387509063,81.47599458490978,TV repair|Fridge repair|TV installation,4.64,0.85,25.3,153
P1332,8.966372783745745,94.47083417620924,Fridge repair|TV installation,3.24,0.86,9.0,69
P1333,16.576832203989554,82.37396370561416,Fridge installation|Fridge repair,3.84,0.76,8.48,116
P1334,19.872284804319136,76.40653970648194,TV installation,3.03,0.83,13.26,229
P1335,36.22119663138035,73.61779447251264,TV installation|Fridge repair,3.69,0.74,2.24,273
P1336,30.518119558154336,89.72557687211942,Fridge installation|Fridge repair|TV installation,3.66,0.84,26.4,230
P1337,26.959559765728535,79.22445034611172,Fridge repair|TV repair|Fridge installation,4.29,0.62,3.51,26
P1338,22.864933190842805,84.36164896216361,TV repair|TV installation,3.99,0.89,12.75,155
P1339,17.181470609994975,79.60450291309657,Fridge repair,3.3,0.8,24.45,182
P1340,22.227793701047773,92.61425997315811,TV installation|Fridge repair|Fridge installation,4.41,0.8,9.22,172
P1341,24.73359164902619,74.41328069321011,TV repair|Fridge installation|TV installation,3.54,0.92,3.24,252
P1342,16.97721974387913,76.47678835009029,Fridge repair,4.62,0.64,24.56,193
P1343,19.974424498087185,83.58731885652381,Fridge repair|TV installation,3.1,0.6,8.85,35
P1344,11.516681907414965,71.29909680533193,Fridge repair|TV installation,3.82,0.86,21.94,60
P1345,17.10918475359175,86.3704594578374,Fridge installation,3.21,0.85,4.66,151
P1346,29.117317358465986,77.39992004115109,TV repair,4.95,0.61,14.46,28
P1347,22.782954940125272,84.97256538978554,TV installation|Fridge repair,3.72,0.79,12.18,275
P1348,26.786846839908634,74.07650409455364,Fridge installation,3.29,0.96,29.13,181
P1349,29.13724477516928,95.02546924532622,Fridge repair|TV installation|TV repair,3.56,0.98,3.77,47
P1350,33.9194514450964,83.36446265503157,TV installation,4.34,0.93,6.21,259
P1351,30.135920841154107,85.00732585886914,Fridge repair,3.52,0.99,27.14,142
P1352,8.758591927379175,87.96159210764763,Fridge installation|TV repair,4.21,0.97,8.55,231
P1353,26.474379051605197,72.68749311975316,TV installation|TV repair,4.81,0.81,6.3,86
P1354,28.566240410037736,73.80985481179682,Fridge repair|Fridge installation,3.42,0.88,8.15,278
P1355,30.734623024837386,81.14459140324993,Fridge repair,4.58,0.94,20.33,158
P1356,15.946341631180879,77.13039350685332,TV repair|Fridge installation|TV installation,3.23,0.71,7.87,205
P1357,16.47933969158447,88.4538926335419,TV installation|TV repair,4.47,0.72,11.67,282
P1358,34.7545997422682,84.48569386254778,TV installation|Fridge installation|TV repair,3.73,0.9,9.21,97
P1359,27.546213337418624,69.63801929610098,Fridge installation,4.35,0.94,13.17,245
P1360,27.63513766709499,90.39496800090502,Fridge installation|TV installation|Fridge repair,3.95,0.85,14.78,30
P1361,13.979715298400865,75.24576008627156,Fridge installation|TV repair,3.67,0.84,14.72,171
P1362,31.960303897481385,74.60134353876238,TV installation,4.05,0.92,11.9,252
P1363,15.123315647415621,71.16910391567664,Fridge repair|TV repair|TV installation,4.59,0.64,9.6,19
P1364,23.47087580128249,69.52994183013064,TV installation|TV repair|Fridge repair,3.91,0.98,26.86,42
P1365,10.921832474827713,88.51816175036325,TV installation|TV repair|Fridge installation,3.06,0.95,5.88,258
P1366,11.271110647130731,88.47059089576993,TV installation|TV repair,4.82,0.86,23.67,145
P1367,14.800036196711929,81.93879282105986,Fridge repair|TV repair,4.1,0.85,9.2,135
P1368,19.50510041358319,95.20356175306397,TV repair,3.31,0.6,8.67,25
P1369,21.024579003977273,84.54927279044288,Fridge repair|TV installation,3.87,0.77,22.52,134
P1370,17.60504076752713,76.19246307200797,Fridge repair|TV installation|TV repair,4.11,0.89,16.92,51
P1371,22.095668715177744,77.09968215586613,Fridge installation|TV installation,3.28,0.69,4.95,57
P1372,23.383722428735975,80.05745509386564,TV installation,4.7,0.69,8.71,86
P1373,20.856289302408264,84.99002846530972,TV repair|Fridge installation,4.95,0.81,27.35,83
P1374,13.540504192551802,80.78189335979822,TV installation,4.17,0.93,29.67,81
P1375,35.677510158970755,94.40864745920182,TV repair,4.92,0.77,7.53,254
P1376,27.858421590096757,71.63781174906508,TV installation|TV repair|Fridge installation,4.57,0.61,15.52,28
P1377,29.46878873707344,77.07006109523266,TV repair|TV installation|Fridge repair,4.65,0.84,24.23,94
P1378,11.420221571352771,86.99329203245233,TV repair|Fridge repair|Fridge installation,3.57,0.6,5.55,227
P1379,32.32774907464746,68.93737469445662,TV repair|Fridge repair|Fridge installation,4.04,0.83,17.71,206
P1380,30.927485978322906,71.87274959566098,TV repair,3.62,0.85,21.35,147
P1381,33.38576663648976,80.04930850418151,Fridge installation|TV installation,3.81,0.61,17.43,200
P1382,16.857550216548255,90.65645165970271,Fridge repair,3.73,0.7,20.82,141
P1383,10.99125606547247,95.34760057972635,TV installation|TV repair,4.59,0.67,21.94,79
P1384,19.666545664213242,90.71541268072713,TV repair|TV installation|Fridge repair,4.93,0.65,13.78,90
P1385,18.91304269169493,78.53248458777053,TV repair|Fridge repair|TV installation,3.1,0.87,14.21,77
P1386,26.87512546237008,73.7678593852025,TV installation|Fridge installation|TV repair,3.48,0.86,27.47,138
P1387,14.844229979387649,89.18492496676348,TV repair|TV installation|Fridge installation,3.08,0.64,2.19,258
P1388,8.052548982208299,74.49072449563644,Fridge installation,3.68,1.0,16.66,26
P1389,35.14764157466391,83.08464646770747,TV installation,3.73,0.95,13.06,219
P1390,14.011193153942331,78.95610789337293,TV installation|Fridge installation,3.63,0.87,10.11,225
P1391,24.443357437184993,87.8241803314342,Fridge installation|TV installation|TV repair,3.01,0.97,5.11,211
P1392,27.25814951479519,75.39752945022055,Fridge installation,3.25,0.62,10.55,275
P1393,31.514015287505856,96.44860278116181,Fridge installation,4.85,0.96,22.48,221
P1394,11.07763713838217,87.9707065156673,TV installation|TV repair,4.96,0.89,28.0,43
P1395,10.83094405551932,94.03607838536875,TV repair,3.7,0.82,12.07,260
P1396,30.0823061696486,80.27821572295639,Fridge installation,3.01,0.73,16.75,262
P1397,25.12235699012885,70.81060248494285,TV repair,4.1,0.88,24.2,95
P1398,12.427086771682728,88.59502473111466,TV repair|Fridge repair|Fridge installation,4.35,0.61,13.53,63
P1399,27.845530863202733,78.43750705024554,TV installation|Fridge installation,4.34,0.62,12.94,231
P1400,8.309433683178721,86.05949701494686,Fridge repair|TV installation,3.83,0.94,9.05,144
P1401,25.79753111676867,91.0125846646361,TV repair,3.17,0.67,23.24,185
P1402,9.007458475898662,77.27650772336514,TV repair,4.19,0.84,15.44,242
P1403,28.184910802684296,77.93178135640282,Fridge repair|Fridge installation,3.22,0.63,18.49,185
P1404,12.74282491790004,68.97584197857176,Fridge installation|Fridge repair,3.28,0.84,7.02,274
P1405,8.729052046933111,88.96498949491951,TV repair,4.62,0.92,5.57,70
P1406,8.520778048754378,70.16080339274056,TV repair,4.02,0.99,21.41,101
P1407,10.705637808825562,83.10534706241168,TV installation,4.67,0.93,28.77,63
P1408,8.821786061118155,92.02737752786375,Fridge repair|TV installation,4.58,0.7,21.84,56
P1409,11.616225966584492,85.00003681952475,Fridge repair|Fridge installation|TV repair,4.53,1.0,23.23,124
P1410,22.747627853433528,81.82586238974152,Fridge repair|TV repair,3.54,0.61,18.94,131
P1411,34.96589651451627,79.06104496971734,Fridge installation,3.16,0.67,3.66,289
P1412,13.976139618178081,80.79566040365978,Fridge installation|TV installation,3.13,0.93,5.53,49
P1413,21.472900168738136,89.58667792481573,Fridge installation|TV installation,4.24,0.92,14.09,187
P1414,19.553613531673307,76.25327804154163,TV installation|TV repair|Fridge repair,3.34,0.73,19.02,227
P1415,31.8257530610643,84.08018431531396,TV repair|Fridge installation|Fridge repair,3.36,0.79,29.11,40
P1416,9.307576824156307,89.20541218632414,Fridge installation|Fridge repair,4.74,0.64,14.22,281
P1417,9.428935953900373,92.72072768361431,Fridge installation|TV repair|TV installation,4.1,0.68,10.88,244
P1418,33.87243458922887,81.64372627063754,TV repair|Fridge repair,4.06,1.0,25.61,89
P1419,21.147747562520564,82.99650575528658,TV installation|Fridge installation|Fridge repair,4.53,0.78,24.12,80
P1420,11.279892443290851,72.53361171339232,Fridge installation,3.87,0.76,22.82,108
P1421,21.595749782442,76.5190943177942,TV repair|Fridge installation,3.55,0.8,6.5,252
P1422,22.93289775695949,72.94964562376478,Fridge repair|TV repair,4.33,0.94,9.22,101
P1423,27.453973742502125,88.38972320902354,TV installation|Fridge repair|Fridge installation,3.58,0.79,28.77,289
P1424,35.817827624390844,88.75421691009703,TV repair|TV installation|Fridge installation,4.58,0.88,18.51,230
P1425,32.89282801307081,95.74823435874883,Fridge repair|Fridge installation,4.0,0.97,18.33,23
P1426,21.179999255705344,74.06934508437348,Fridge installation|TV repair|Fridge repair,3.01,0.7,16.27,47
P1427,23.175481423780855,77.97818930774031,TV installation,4.99,0.91,23.32,99
P1428,9.390774240672641,90.48687592318234,Fridge installation|TV installation|TV repair,4.14,0.9,6.2,206
P1429,21.72200689729774,86.28153420696998,Fridge installation,4.82,0.77,23.93,177
P1430,11.389484057137231,96.58989477191719,TV installation|Fridge installation,3.62,0.65,7.57,20
P1431,9.341487488577233,75.7211252824261,TV repair|Fridge repair,3.99,0.77,7.37,237
P1432,8.641899079855415,86.58059651708942,Fridge installation,3.83,0.71,7.79,114
P1433,23.74486528389375,75.54181969322353,TV installation|TV repair,4.18,0.7,29.58,185
P1434,11.406801067418295,90.78433145638922,Fridge installation|Fridge repair,4.35,0.65,21.45,64
P1435,34.62230479273616,94.44430206050521,TV repair|TV installation,4.48,0.68,25.61,153
P1436,17.569271963418018,95.9033913752622,Fridge repair|TV repair,4.8,0.71,24.5,196
P1437,35.6462823325934,70.93156923105224,TV repair|Fridge installation,3.62,0.84,28.99,27
P1438,9.616738355639512,69.51976490737476,Fridge installation|TV repair,4.82,0.89,20.96,287
P1439,26.852681083058012,86.956037815763,TV repair|Fridge installation|TV installation,4.91,0.6,8.94,18
P1440,20.16589757078799,77.178551598616,TV installation|Fridge repair|Fridge installation,3.07,0.65,23.39,85
P1441,10.506314340969885,91.17790473190028,Fridge repair|TV repair,4.8,0.98,26.29,266
P1442,36.36180928840881,96.83435158707071,Fridge installation,4.11,0.67,10.85,104
P1443,16.138431816418958,96.19466156727437,Fridge installation|Fridge repair,3.31,0.89,2.01,69
P1444,34.56234711466752,76.35008872870335,Fridge repair|Fridge installation|TV installation,3.37,0.86,21.95,179
P1445,9.403480576427203,72.3070053034564,TV repair,3.83,0.79,9.38,24
P1446,32.53962211847683,81.11738085139459,TV installation|TV repair|Fridge installation,3.85,0.66,13.94,35
P1447,22.139866498504766,88.23174510061202,Fridge repair|Fridge installation,4.06,0.76,19.41,34
P1448,34.37710742467887,68.52292828493167,Fridge repair|Fridge installation|TV repair,4.11,0.91,17.16,101
P1449,11.951266387667358,93.73932908266954,TV installation,3.94,0.95,18.4,206
P1450,11.699717598584096,92.9206517719888,TV installation|Fridge repair,4.19,0.73,24.84,152
